html_url_repository,version_identifiable,date
https://github.com/UUDigitalHumanitieslab/handlebars-i18next,True,2022-08-18
https://github.com/UUDigitalHumanitieslab/handlebars-i18next-parser,True,2022-08-18
https://github.com/UUDigitalHumanitieslab/jquery-promise,True,2022-08-18
https://github.com/UUDigitalHumanitieslab/LoCMiner,True,2022-08-18
https://github.com/UUDigitalHumanitieslab/microcontact,False,2022-08-18
https://github.com/UUDigitalHumanitieslab/panel-randomizer,True,2022-08-18
https://github.com/UUDigitalHumanitieslab/readit-interface,False,2022-08-18
https://github.com/UUDigitalHumanitieslab/texcavator,False,2022-08-18
https://github.com/UUDigitalHumanitieslab/timealign,True,2022-08-18
https://github.com/vankesteren/blog,True,2022-08-18
https://github.com/vankesteren/efast,True,2022-08-18
https://github.com/vankesteren/efast_code,True,2022-08-18
https://github.com/vankesteren/f1model,True,2022-08-18
https://github.com/vankesteren/fair_measurement,True,2022-08-18
https://github.com/vankesteren/firatheme,True,2022-08-18
https://github.com/vankesteren/guitzli,True,2022-08-18
https://github.com/vankesteren/JSephus,True,2022-08-18
https://github.com/vankesteren/Massign,True,2022-08-18
https://github.com/vankesteren/rijkspalette,True,2022-08-18
https://github.com/vankesteren/sem-computationgraphs,True,2022-08-18
https://github.com/vankesteren/tensorsem,True,2022-08-18
https://github.com/wooshrow/amp-plugin-adapter-java,True,2022-08-18
https://github.com/wooshrow/ooxClone,False,2022-08-18
https://github.com/wouter-swierstra/predicate-transformers,True,2022-08-18
